Size,Count
478,0.8450980400142568
550,0.8450980400142568
381,0.8450980400142568
387,0.8450980400142568
434,0.8450980400142568
461,0.7781512503836436
535,0.7781512503836436
368,0.7781512503836436
457,0.7781512503836436
468,0.7781512503836436
507,0.7781512503836436
375,0.7781512503836436
393,0.7781512503836436
392,0.7781512503836436
348,0.7781512503836436
417,0.7781512503836436
433,0.7781512503836436
443,0.7781512503836436
335,0.7781512503836436
405,0.7781512503836436
377,0.7781512503836436
454,0.7781512503836436
480,0.7781512503836436
394,0.7781512503836436
410,0.7781512503836436
489,0.7781512503836436
488,0.7781512503836436
485,0.7781512503836436
504,0.7781512503836436
492,0.7781512503836436
470,0.7781512503836436
466,0.7781512503836436
388,0.6989700043360189
391,0.6989700043360189
564,0.6989700043360189
536,0.6989700043360189
473,0.6989700043360189
496,0.6989700043360189
543,0.6989700043360189
510,0.6989700043360189
386,0.6989700043360189
484,0.6989700043360189
486,0.6989700043360189
477,0.6989700043360189
479,0.6989700043360189
423,0.6989700043360189
412,0.6989700043360189
481,0.6989700043360189
482,0.6989700043360189
436,0.6989700043360189
440,0.6989700043360189
427,0.6989700043360189
429,0.6989700043360189
483,0.6989700043360189
364,0.6989700043360189
416,0.6989700043360189
418,0.6989700043360189
467,0.6989700043360189
406,0.6989700043360189
459,0.6989700043360189
400,0.6989700043360189
419,0.6989700043360189
309,0.6989700043360189
382,0.6989700043360189
505,0.6989700043360189
596,0.6020599913279624
682,0.6020599913279624
631,0.6020599913279624
641,0.6020599913279624
566,0.6020599913279624
544,0.6020599913279624
545,0.6020599913279624
512,0.6020599913279624
513,0.6020599913279624
517,0.6020599913279624
520,0.6020599913279624
464,0.6020599913279624
555,0.6020599913279624
413,0.6020599913279624
424,0.6020599913279624
380,0.6020599913279624
568,0.6020599913279624
452,0.6020599913279624
453,0.6020599913279624
455,0.6020599913279624
408,0.6020599913279624
469,0.6020599913279624
474,0.6020599913279624
583,0.6020599913279624
685,0.6020599913279624
528,0.47712125471966244
529,0.47712125471966244
530,0.47712125471966244
537,0.47712125471966244
539,0.47712125471966244
542,0.47712125471966244
740,0.47712125471966244
776,0.47712125471966244
465,0.47712125471966244
472,0.47712125471966244
475,0.47712125471966244
587,0.47712125471966244
487,0.47712125471966244
491,0.47712125471966244
432,0.47712125471966244
435,0.47712125471966244
438,0.47712125471966244
439,0.47712125471966244
441,0.47712125471966244
442,0.47712125471966244
509,0.47712125471966244
445,0.47712125471966244
449,0.47712125471966244
403,0.47712125471966244
421,0.47712125471966244
425,0.47712125471966244
569,0.47712125471966244
573,0.47712125471966244
547,0.47712125471966244
554,0.47712125471966244
558,0.47712125471966244
493,0.47712125471966244
499,0.47712125471966244
502,0.47712125471966244
503,0.47712125471966244
516,0.47712125471966244
521,0.47712125471966244
462,0.47712125471966244
600,0.47712125471966244
611,0.47712125471966244
624,0.47712125471966244
692,0.47712125471966244
712,0.47712125471966244
649,0.47712125471966244
668,0.47712125471966244
675,0.47712125471966244
678,0.47712125471966244
854,0.47712125471966244
800,0.3010299956639812
476,0.3010299956639812
430,0.3010299956639812
515,0.3010299956639812
643,0.3010299956639812
796,0.3010299956639812
561,0.3010299956639812
732,0.3010299956639812
791,0.3010299956639812
575,0.3010299956639812
495,0.3010299956639812
896,0.3010299956639812
541,0.3010299956639812
734,0.3010299956639812
790,0.3010299956639812
714,0.3010299956639812
548,0.3010299956639812
546,0.3010299956639812
648,0.3010299956639812
556,0.3010299956639812
553,0.3010299956639812
552,0.3010299956639812
498,0.3010299956639812
812,0.3010299956639812
526,0.3010299956639812
651,0.3010299956639812
501,0.3010299956639812
618,0.3010299956639812
616,0.3010299956639812
603,0.3010299956639812
604,0.3010299956639812
687,0.3010299956639812
686,0.3010299956639812
625,0.3010299956639812
679,0.3010299956639812
677,0.3010299956639812
627,0.3010299956639812
606,0.3010299956639812
630,0.3010299956639812
839,0.3010299956639812
861,0.3010299956639812
585,0.3010299956639812
633,0.3010299956639812
582,0.3010299956639812
581,0.3010299956639812
577,0.3010299956639812
609,0.3010299956639812
719,0.3010299956639812
613,0.3010299956639812
523,0.3010299956639812
522,0.3010299956639812
847,0.3010299956639812
635,0.3010299956639812
572,0.3010299956639812
811,0.3010299956639812
1134,0.3010299956639812
696,0.3010299956639812
697,0.3010299956639812
698,0.3010299956639812
676,0.3010299956639812
770,0.3010299956639812
750,0.3010299956639812
970,0.3010299956639812
743,0.3010299956639812
665,0.3010299956639812
754,0.3010299956639812
1597,0.3010299956639812
1109,0.3010299956639812
663,0.3010299956639812
769,0.3010299956639812
497,0.3010299956639812
766,0.3010299956639812
941,0.3010299956639812
532,0.3010299956639812
588,0.3010299956639812
659,0.3010299956639812
590,0.3010299956639812
700,0.3010299956639812
595,0.3010299956639812
597,0.3010299956639812
699,0.3010299956639812
724,0.3010299956639812
1011,0.3010299956639812
722,0.3010299956639812
755,0.3010299956639812
658,0.3010299956639812
1008,0.0
810,0.0
1007,0.0
752,0.0
751,0.0
739,0.0
763,0.0
762,0.0
703,0.0
720,0.0
742,0.0
1025,0.0
1019,0.0
774,0.0
1026,0.0
773,0.0
1027,0.0
1006,0.0
1039,0.0
1002,0.0
1000,0.0
998,0.0
799,0.0
990,0.0
985,0.0
1046,0.0
798,0.0
1044,0.0
761,0.0
759,0.0
803,0.0
758,0.0
807,0.0
757,0.0
794,0.0
1352,0.0
1888,0.0
1884,0.0
1862,0.0
1838,0.0
1786,0.0
1741,0.0
1729,0.0
846,0.0
1713,0.0
1645,0.0
1605,0.0
1355,0.0
976,0.0
971,0.0
969,0.0
960,0.0
957,0.0
1716,0.0
2284,0.0
2224,0.0
2220,0.0
2195,0.0
2081,0.0
2072,0.0
2054,0.0
2033,0.0
1340,0.0
1292,0.0
1289,0.0
1274,0.0
1263,0.0
1262,0.0
1253,0.0
2473,0.0
1310,0.0
1331,0.0
1891,0.0
880,0.0
870,0.0
868,0.0
867,0.0
860,0.0
859,0.0
851,0.0
753,0.0
954,0.0
843,0.0
842,0.0
840,0.0
836,0.0
835,0.0
832,0.0
828,0.0
825,0.0
817,0.0
845,0.0
949,0.0
948,0.0
937,0.0
936,0.0
934,0.0
927,0.0
923,0.0
921,0.0
920,0.0
883,0.0
918,0.0
917,0.0
915,0.0
907,0.0
900,0.0
897,0.0
894,0.0
889,0.0
886,0.0
919,0.0
1058,0.0
1551,0.0
1552,0.0
1573,0.0
1118,0.0
1120,0.0
1128,0.0
531,0.0
589,0.0
592,0.0
549,0.0
533,0.0
534,0.0
540,0.0
525,0.0
667,0.0
567,0.0
458,0.0
398,0.0
565,0.0
563,0.0
562,0.0
560,0.0
527,0.0
576,0.0
508,0.0
500,0.0
1216,0.0
1207,0.0
1197,0.0
1193,0.0
557,0.0
559,0.0
1252,0.0
1249,0.0
1248,0.0
1244,0.0
1603,0.0
1184,0.0
979,0.0
1057,0.0
1515,0.0
1508,0.0
1473,0.0
1467,0.0
1440,0.0
1417,0.0
1399,0.0
1390,0.0
1522,0.0
1051,0.0
1050,0.0
1146,0.0
1144,0.0
1138,0.0
1243,0.0
1238,0.0
1177,0.0
1221,0.0
1104,0.0
1089,0.0
1085,0.0
1061,0.0
1361,0.0
1183,0.0
1181,0.0
1222,0.0
728,0.0
730,0.0
660,0.0
662,0.0
664,0.0
644,0.0
645,0.0
666,0.0
1377,0.0
669,0.0
672,0.0
673,0.0
657,0.0
788,0.0
789,0.0
571,0.0
716,0.0
695,0.0
694,0.0
691,0.0
688,0.0
711,0.0
708,0.0
764,0.0
704,0.0
787,0.0
786,0.0
785,0.0
782,0.0
775,0.0
771,0.0
767,0.0
706,0.0
601,0.0
615,0.0
614,0.0
680,0.0
607,0.0
605,0.0
471,0.0
726,0.0
584,0.0
578,0.0
514,0.0
511,0.0
524,0.0
519,0.0
518,0.0
460,0.0
586,0.0
655,0.0
652,0.0
650,0.0
715,0.0
713,0.0
735,0.0
733,0.0
602,0.0
620,0.0
640,0.0
639,0.0
637,0.0
636,0.0
634,0.0
608,0.0
632,0.0
731,0.0
