b_value,count
361,2981
158,1919
132,1753
492,820
356,732
18,412
4,379
360,354
80,342
63,330
148,317
93,299
62,276
89,184
476,173
54,168
428,168
106,156
362,132
88,128
401,125
197,114
422,106
87,106
86,103
121,98
114,98
220,88
105,83
92,63
190,60
353,58
171,49
33,48
162,42
152,40
64,39
117,38
103,38
1,36
134,36
466,35
120,35
328,33
369,33
72,32
467,26
135,24
169,24
85,23
164,22
2,21
142,20
35,19
421,19
262,19
133,19
327,19
176,19
154,17
204,16
140,16
40,15
3,11
319,11
244,10
112,10
60,10
119,10
43,9
363,9
160,9
248,8
180,8
247,7
186,7
11,7
131,6
297,6
111,6
322,6
427,5
32,5
480,5
203,4
446,4
243,4
415,3
473,3
147,3
434,3
95,3
253,3
456,3
323,3
144,3
202,3
30,3
233,3
359,2
196,2
50,2
195,2
237,2
370,2
31,2
7,2
429,2
98,1
113,1
0,1
346,1
153,1
165,1
354,1
439,1
9,1
241,1
193,1
145,1
425,1
177,1
301,1
151,1
