b_value,count
361,8692
356,2917
360,1229
327,877
422,871
428,829
492,616
362,525
33,231
421,231
4,221
427,203
54,199
319,146
353,141
426,134
3,115
401,114
446,108
369,107
80,103
2,95
63,88
328,84
32,75
18,64
466,61
35,37
62,36
425,31
132,28
410,24
297,24
31,23
405,23
262,17
363,15
197,13
323,13
40,12
190,11
322,11
476,10
117,10
434,9
30,8
64,8
439,7
103,5
121,4
89,4
429,4
47,4
220,3
248,3
158,3
85,2
359,2
148,2
88,2
153,2
1,1
370,1
204,1
171,1
131,1
326,1
154,1
7,1
105,1
93,1
72,1
467,1
133,1
50,1
60,1
9,1
0,1
