b_value,count
361,2031
356,513
492,486
220,373
4,310
360,294
428,170
132,169
476,161
63,158
401,81
422,78
80,78
62,67
362,65
158,62
18,60
327,59
33,53
89,52
121,48
103,44
425,44
197,43
353,38
93,35
434,34
54,33
88,33
190,32
105,31
72,28
319,26
421,23
3,23
2,21
106,19
244,17
241,17
262,17
64,17
86,15
120,14
30,13
117,13
473,13
466,10
148,10
85,9
32,8
92,8
446,8
87,8
328,8
171,7
426,7
480,6
427,6
40,6
467,6
111,5
50,5
363,5
248,5
9,4
478,4
152,4
243,4
95,3
439,3
247,3
202,3
186,3
153,3
35,3
176,2
162,2
133,2
31,2
119,2
11,2
297,2
237,2
180,2
410,1
294,1
134,1
144,1
114,1
323,1
0,1
204,1
1,1
415,1
429,1
151,1
322,1
135,1
43,1
60,1
195,1
160,1
326,1
418,1
147,1
