ids,labels,parents,counts
root:Host-associated:Human:Digestive system:Large intestine:Fecal,Fecal,root:Host-associated:Human:Digestive system:Large intestine,6112
root:Host-associated:Human:Digestive system,Digestive system,root:Host-associated:Human,1692
root:Host-associated:Human:Digestive system:Large intestine,Large intestine,root:Host-associated:Human:Digestive system,964
root:Host-associated:Mammals:Digestive system:Large intestine:Fecal,Fecal,root:Host-associated:Mammals:Digestive system:Large intestine,466
root:Mixed,Mixed,root,279
root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,Sigmoid colon,root:Host-associated:Human:Digestive system:Large intestine,167
root:Engineered:Wastewater:Water and sludge,Water and sludge,root:Engineered:Wastewater,142
root:Host-associated:Human,Human,root:Host-associated,111
root:Host-associated:Mammals:Digestive system:Fecal,Fecal,root:Host-associated:Mammals:Digestive system,87
root:Host-associated:Birds:Digestive system:Digestive tube,Digestive tube,root:Host-associated:Birds:Digestive system,75
root:Environmental:Aquatic:Marine:Oceanic,Oceanic,root:Environmental:Aquatic:Marine,72
root:Engineered:Wastewater,Wastewater,root:Engineered,54
root:Engineered:Wastewater:Activated Sludge,Activated Sludge,root:Engineered:Wastewater,53
root:Engineered:Bioreactor,Bioreactor,root:Engineered,50
root:Engineered:Bioremediation:Terephthalate:Wastewater,Wastewater,root:Engineered:Bioremediation:Terephthalate,48
root:Environmental:Aquatic:Marine,Marine,root:Environmental:Aquatic,48
root:Host-associated:Mammals:Digestive system,Digestive system,root:Host-associated:Mammals,45
root:Host-associated:Human:Digestive system:Oral:Saliva,Saliva,root:Host-associated:Human:Digestive system:Oral,42
root:Host-associated:Birds:Digestive system:Digestive tube:Cecum,Cecum,root:Host-associated:Birds:Digestive system:Digestive tube,36
root:Host-associated:Birds,Birds,root:Host-associated,27
root:Environmental:Aquatic:Freshwater:Sediment,Sediment,root:Environmental:Aquatic:Freshwater,20
root:Engineered:Solid waste:Landfill,Landfill,root:Engineered:Solid waste,18
root:Engineered:Food production:Fermented beverages,Fermented beverages,root:Engineered:Food production,14
root:Engineered:Biogas plant,Biogas plant,root:Engineered,14
root:Engineered,Engineered,root,12
root:Environmental:Aquatic:Estuary,Estuary,root:Environmental:Aquatic,12
root:Environmental:Aquatic:Freshwater,Freshwater,root:Environmental:Aquatic,11
root:Environmental:Aquatic:Freshwater:Lotic:Low land river systems,Low land river systems,root:Environmental:Aquatic:Freshwater:Lotic,9
root:Engineered:Biogas plant:Wet fermentation,Wet fermentation,root:Engineered:Biogas plant,9
root:Environmental:Aquatic:Marine:Intertidal zone:Estuary,Estuary,root:Environmental:Aquatic:Marine:Intertidal zone,9
root:Environmental:Aquatic:Freshwater:Groundwater,Groundwater,root:Environmental:Aquatic:Freshwater,7
root:Host-associated:Human:Skin,Skin,root:Host-associated:Human,7
root:Host-associated:Arthropoda:Digestive system:Hindgut,Hindgut,root:Host-associated:Arthropoda:Digestive system,6
root:Environmental:Aquatic:Non-marine Saline and Alkaline:Saline:Microbial mats,Microbial mats,root:Environmental:Aquatic:Non-marine Saline and Alkaline:Saline,6
root:Host-associated:Human:Digestive system:Oral,Oral,root:Host-associated:Human:Digestive system,6
root:Engineered:Solid waste:Composting,Composting,root:Engineered:Solid waste,5
root:Environmental:Aquatic:Non-marine Saline and Alkaline:Alkaline:Sediment,Sediment,root:Environmental:Aquatic:Non-marine Saline and Alkaline:Alkaline,5
root:Environmental:Aquatic:Freshwater:Lentic,Lentic,root:Environmental:Aquatic:Freshwater,4
root:Host-associated:Birds:Digestive system:Ceca,Ceca,root:Host-associated:Birds:Digestive system,4
root:Host-associated:Mammals:Digestive system:Foregut:Rumen,Rumen,root:Host-associated:Mammals:Digestive system:Foregut,4
root:Engineered:Wastewater:Industrial wastewater,Industrial wastewater,root:Engineered:Wastewater,4
root:Environmental:Aquatic:Thermal springs:Hot (42-90C),Hot (42-90C),root:Environmental:Aquatic:Thermal springs,4
root:Host-associated:Plants:Rhizosphere,Rhizosphere,root:Host-associated:Plants,3
root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated,Oil-contaminated,root:Environmental:Aquatic:Marine:Oceanic,3
root:Environmental:Aquatic:Marine:Intertidal zone:Salt marsh,Salt marsh,root:Environmental:Aquatic:Marine:Intertidal zone,3
root:Environmental:Aquatic:Marine:Coastal:Sediment,Sediment,root:Environmental:Aquatic:Marine:Coastal,3
