  1 PF07506.14 ; RepB ; RepB plasm  97.5   3E-08 5.3E-12   62.3   0.0   72    1-91      1-74  (171)
  2 PF08535.13 ; KorB ; KorB domai  97.0 5.5E-07 9.7E-11   49.7   0.0   46   45-90      8-54  (92)
  3 PF18090.4 ; SoPB_HTH ; Centrom  95.6 7.1E-05 1.3E-08   37.9   0.0   48   45-92     24-72  (75)
