ids,labels,parents,counts
root:Host-associated:Human:Digestive system:Large intestine:Fecal,Fecal,root:Host-associated:Human:Digestive system:Large intestine,23811
root:Host-associated:Human:Digestive system,Digestive system,root:Host-associated:Human,6675
root:Host-associated:Human:Digestive system:Large intestine,Large intestine,root:Host-associated:Human:Digestive system,3453
root:Mixed,Mixed,root,1997
root:Host-associated:Mammals:Digestive system:Large intestine:Fecal,Fecal,root:Host-associated:Mammals:Digestive system:Large intestine,1205
root:Environmental:Aquatic:Marine,Marine,root:Environmental:Aquatic,1162
root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,Sigmoid colon,root:Host-associated:Human:Digestive system:Large intestine,1018
root:Engineered:Wastewater:Activated Sludge,Activated Sludge,root:Engineered:Wastewater,808
root:Engineered:Bioreactor,Bioreactor,root:Engineered,695
root:Host-associated:Mammals:Digestive system:Fecal,Fecal,root:Host-associated:Mammals:Digestive system,648
root:Engineered:Bioremediation:Terephthalate:Wastewater,Wastewater,root:Engineered:Bioremediation:Terephthalate,595
root:Host-associated:Plants:Rhizosphere,Rhizosphere,root:Host-associated:Plants,527
root:Host-associated:Human,Human,root:Host-associated,515
root:Host-associated:Mammals:Digestive system:Foregut:Rumen,Rumen,root:Host-associated:Mammals:Digestive system:Foregut,514
root:Host-associated:Mammals:Digestive system,Digestive system,root:Host-associated:Mammals,408
root:Environmental:Aquatic:Non-marine Saline and Alkaline:Saline:Microbial mats,Microbial mats,root:Environmental:Aquatic:Non-marine Saline and Alkaline:Saline,400
root:Engineered:Food production:Fermented beverages,Fermented beverages,root:Engineered:Food production,392
root:Environmental:Aquatic:Marine:Oceanic,Oceanic,root:Environmental:Aquatic:Marine,361
root:Engineered:Wastewater:Water and sludge,Water and sludge,root:Engineered:Wastewater,292
root:Environmental:Aquatic:Aquaculture,Aquaculture,root:Environmental:Aquatic,258
root:Host-associated:Mammals:Digestive system:Stomach:Rumen,Rumen,root:Host-associated:Mammals:Digestive system:Stomach,253
