ids,labels,parents,counts
root:Host-associated:Human:Digestive system:Large intestine:Fecal,Fecal,root:Host-associated:Human:Digestive system:Large intestine,7033
root:Host-associated:Human:Digestive system,Digestive system,root:Host-associated:Human,2420
root:Host-associated:Human:Digestive system:Large intestine,Large intestine,root:Host-associated:Human:Digestive system,927
root:Mixed,Mixed,root,479
root:Host-associated:Mammals:Digestive system:Large intestine:Fecal,Fecal,root:Host-associated:Mammals:Digestive system:Large intestine,408
root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,Sigmoid colon,root:Host-associated:Human:Digestive system:Large intestine,348
root:Host-associated:Mammals:Digestive system:Fecal,Fecal,root:Host-associated:Mammals:Digestive system,256
root:Host-associated:Human:Skin,Skin,root:Host-associated:Human,243
root:Engineered:Bioremediation:Terephthalate:Wastewater,Wastewater,root:Engineered:Bioremediation:Terephthalate,226
root:Engineered:Wastewater:Water and sludge,Water and sludge,root:Engineered:Wastewater,179
root:Host-associated:Birds:Digestive system:Digestive tube,Digestive tube,root:Host-associated:Birds:Digestive system,156
root:Host-associated:Human,Human,root:Host-associated,135
root:Host-associated:Human:Digestive system:Oral:Saliva,Saliva,root:Host-associated:Human:Digestive system:Oral,132
root:Engineered:Wastewater,Wastewater,root:Engineered,113
root:Host-associated:Plants:Rhizosphere,Rhizosphere,root:Host-associated:Plants,112
root:Engineered:Bioreactor,Bioreactor,root:Engineered,111
root:Engineered:Wastewater:Activated Sludge,Activated Sludge,root:Engineered:Wastewater,87
root:Host-associated:Mammals:Digestive system,Digestive system,root:Host-associated:Mammals,84
root:Environmental:Aquatic:Marine,Marine,root:Environmental:Aquatic,78
root:Environmental:Terrestrial:Soil,Soil,root:Environmental:Terrestrial,71
root:Engineered:Food production:Fermented beverages,Fermented beverages,root:Engineered:Food production,65
root:Host-associated:Birds,Birds,root:Host-associated,63
root:Engineered:Solid waste:Composting,Composting,root:Engineered:Solid waste,57
root:Engineered:Food production:Dairy products,Dairy products,root:Engineered:Food production,49
root:Host-associated:Plants,Plants,root:Host-associated,47
root:Environmental:Aquatic:Marine:Oceanic,Oceanic,root:Environmental:Aquatic:Marine,46
root:Host-associated:Mammals:Digestive system:Foregut:Rumen,Rumen,root:Host-associated:Mammals:Digestive system:Foregut,43
root:Host-associated:Mammals:Digestive system:Large intestine,Large intestine,root:Host-associated:Mammals:Digestive system,39
root:Environmental:Aquatic:Estuary:Sediment,Sediment,root:Environmental:Aquatic:Estuary,36
root:Host-associated:Insecta:Digestive system,Digestive system,root:Host-associated:Insecta,32
root:Environmental:Aquatic:Freshwater:Lentic,Lentic,root:Environmental:Aquatic:Freshwater,29
root:Environmental:Aquatic:Freshwater,Freshwater,root:Environmental:Aquatic,28
root:Host-associated:Mammals:Digestive system:Large intestine:Cecum,Cecum,root:Host-associated:Mammals:Digestive system:Large intestine,26
root:Engineered:Food production,Food production,root:Engineered,25
root:Host-associated:Human:Digestive system:Oral,Oral,root:Host-associated:Human:Digestive system,25
root:Environmental:Aquatic:Freshwater:Sediment,Sediment,root:Environmental:Aquatic:Freshwater,24
root:Environmental:Aquatic:Freshwater:Groundwater,Groundwater,root:Environmental:Aquatic:Freshwater,22
root:Host-associated:Birds:Digestive system:Digestive tube:Cecum,Cecum,root:Host-associated:Birds:Digestive system:Digestive tube,20
root:Environmental:Aquatic:Thermal springs:Hot (42-90C),Hot (42-90C),root:Environmental:Aquatic:Thermal springs,20
root:Engineered:Wastewater:Industrial wastewater,Industrial wastewater,root:Engineered:Wastewater,20
root:Engineered:Biogas plant:Wet fermentation,Wet fermentation,root:Engineered:Biogas plant,18
root:Engineered:Food production:Fermented vegetables,Fermented vegetables,root:Engineered:Food production,17
root:Environmental:Aquatic:Aquaculture,Aquaculture,root:Environmental:Aquatic,17
root:Engineered:Biogas plant,Biogas plant,root:Engineered,16
root:Host-associated:Mammals:Respiratory system,Respiratory system,root:Host-associated:Mammals,14
root:Host-associated:Human:Skin:Naris,Naris,root:Host-associated:Human:Skin,13
root:Engineered:Lab enrichment:Defined media,Defined media,root:Engineered:Lab enrichment,13
root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,Fecal,root:Host-associated:Mammals:Gastrointestinal tract:Intestine,11
root:Environmental:Aquatic:Marine:Brackish,Brackish,root:Environmental:Aquatic:Marine,10
root:Host-associated:Mammals:Digestive system:Stomach:Rumen,Rumen,root:Host-associated:Mammals:Digestive system:Stomach,9
root:Host-associated:Birds:Digestive system,Digestive system,root:Host-associated:Birds,9
