ids,labels,parents,counts
root:Host-associated:Human:Digestive system:Large intestine:Fecal,Fecal,root:Host-associated:Human:Digestive system:Large intestine,27652
root:Host-associated:Human:Digestive system,Digestive system,root:Host-associated:Human,8159
root:Host-associated:Human:Digestive system:Large intestine,Large intestine,root:Host-associated:Human:Digestive system,3848
root:Mixed,Mixed,root,2725
root:Host-associated:Mammals:Digestive system:Large intestine:Fecal,Fecal,root:Host-associated:Mammals:Digestive system:Large intestine,1925
root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,Sigmoid colon,root:Host-associated:Human:Digestive system:Large intestine,1284
root:Host-associated:Mammals:Digestive system:Fecal,Fecal,root:Host-associated:Mammals:Digestive system,1144
root:Engineered:Bioremediation:Terephthalate:Wastewater,Wastewater,root:Engineered:Bioremediation:Terephthalate,715
root:Host-associated:Birds:Digestive system:Digestive tube,Digestive tube,root:Host-associated:Birds:Digestive system,679
root:Engineered:Wastewater:Water and sludge,Water and sludge,root:Engineered:Wastewater,640
root:Engineered:Wastewater:Activated Sludge,Activated Sludge,root:Engineered:Wastewater,603
root:Engineered:Bioreactor,Bioreactor,root:Engineered,555
root:Host-associated:Human,Human,root:Host-associated,541
root:Engineered:Wastewater,Wastewater,root:Engineered,534
root:Environmental:Aquatic:Freshwater:Groundwater,Groundwater,root:Environmental:Aquatic:Freshwater,455
root:Host-associated:Mammals:Digestive system:Foregut:Rumen,Rumen,root:Host-associated:Mammals:Digestive system:Foregut,392
root:Host-associated:Mammals:Digestive system,Digestive system,root:Host-associated:Mammals,362
root:Environmental:Terrestrial:Soil,Soil,root:Environmental:Terrestrial,336
root:Environmental:Aquatic:Marine,Marine,root:Environmental:Aquatic,327
root:Host-associated:Human:Skin,Skin,root:Host-associated:Human,310
root:Host-associated:Birds,Birds,root:Host-associated,299
root:Engineered:Food production:Fermented beverages,Fermented beverages,root:Engineered:Food production,267
root:Host-associated:Mammals:Digestive system:Large intestine:Cecum,Cecum,root:Host-associated:Mammals:Digestive system:Large intestine,221
root:Host-associated:Human:Digestive system:Oral:Saliva,Saliva,root:Host-associated:Human:Digestive system:Oral,217
root:Host-associated:Plants:Rhizosphere,Rhizosphere,root:Host-associated:Plants,198
root:Environmental:Aquatic:Marine:Oceanic,Oceanic,root:Environmental:Aquatic:Marine,155
root:Host-associated:Mammals:Digestive system:Large intestine,Large intestine,root:Host-associated:Mammals:Digestive system,144
root:Environmental:Aquatic:Freshwater,Freshwater,root:Environmental:Aquatic,134
root:Environmental:Aquatic:Freshwater:Sediment,Sediment,root:Environmental:Aquatic:Freshwater,109
root:Host-associated:Birds:Digestive system:Digestive tube:Cecum,Cecum,root:Host-associated:Birds:Digestive system:Digestive tube,104
root:Host-associated:Arthropoda:Digestive system:Hindgut,Hindgut,root:Host-associated:Arthropoda:Digestive system,92
root:Engineered:Solid waste:Composting,Composting,root:Engineered:Solid waste,88
root:Engineered:Wastewater:Industrial wastewater,Industrial wastewater,root:Engineered:Wastewater,88
root:Host-associated:Mammals:Respiratory system,Respiratory system,root:Host-associated:Mammals,73
root:Host-associated:Human:Digestive system:Oral,Oral,root:Host-associated:Human:Digestive system,67
root:Engineered:Biogas plant,Biogas plant,root:Engineered,64
root:Environmental:Aquatic:Freshwater:Lentic,Lentic,root:Environmental:Aquatic:Freshwater,60
root:Host-associated:Mammals:Digestive system:Stomach:Rumen,Rumen,root:Host-associated:Mammals:Digestive system:Stomach,60
root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,Fecal,root:Host-associated:Mammals:Gastrointestinal tract:Intestine,59
root:Host-associated:Birds:Digestive system:Ceca,Ceca,root:Host-associated:Birds:Digestive system,57
root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks,Delivery networks,root:Environmental:Aquatic:Freshwater:Drinking water,51
root:Environmental:Aquatic:Marine:Intertidal zone:Estuary,Estuary,root:Environmental:Aquatic:Marine:Intertidal zone,50
root:Engineered:Biogas plant:Wet fermentation,Wet fermentation,root:Engineered:Biogas plant,45
root:Engineered:Wastewater:Nutrient removal:Biological phosphorus removal:Activated sludge,Activated sludge,root:Engineered:Wastewater:Nutrient removal:Biological phosphorus removal,43
root:Environmental:Aquatic:Thermal springs:Hot (42-90C),Hot (42-90C),root:Environmental:Aquatic:Thermal springs,43
