ids,labels,parents,counts
root:Host-associated:Human:Digestive system:Large intestine:Fecal,Fecal,root:Host-associated:Human:Digestive system:Large intestine,1443
root:Host-associated:Human:Digestive system,Digestive system,root:Host-associated:Human,303
root:Environmental:Aquatic:Marine:Oceanic,Oceanic,root:Environmental:Aquatic:Marine,269
root:Environmental:Aquatic:Marine,Marine,root:Environmental:Aquatic,204
root:Host-associated:Human:Digestive system:Large intestine,Large intestine,root:Host-associated:Human:Digestive system,203
root:Host-associated:Mammals:Digestive system:Large intestine:Fecal,Fecal,root:Host-associated:Mammals:Digestive system:Large intestine,152
root:Engineered:Wastewater:Activated Sludge,Activated Sludge,root:Engineered:Wastewater,146
root:Engineered:Bioreactor,Bioreactor,root:Engineered,138
root:Mixed,Mixed,root,119
root:Host-associated:Plants:Rhizosphere,Rhizosphere,root:Host-associated:Plants,105
root:Environmental:Terrestrial:Soil,Soil,root:Environmental:Terrestrial,82
root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,Sigmoid colon,root:Host-associated:Human:Digestive system:Large intestine,59
root:Environmental:Aquatic:Estuary:Sediment,Sediment,root:Environmental:Aquatic:Estuary,49
root:Environmental:Aquatic:Freshwater:Lentic,Lentic,root:Environmental:Aquatic:Freshwater,49
root:Engineered:Bioremediation:Terephthalate:Wastewater,Wastewater,root:Engineered:Bioremediation:Terephthalate,46
root:Environmental:Aquatic:Marine:Intertidal zone:Estuary,Estuary,root:Environmental:Aquatic:Marine:Intertidal zone,44
root:Host-associated:Mammals:Digestive system:Fecal,Fecal,root:Host-associated:Mammals:Digestive system,38
root:Environmental:Aquatic:Freshwater:Groundwater,Groundwater,root:Environmental:Aquatic:Freshwater,36
root:Environmental:Aquatic:Freshwater:Sediment,Sediment,root:Environmental:Aquatic:Freshwater,36
root:Environmental:Aquatic:Non-marine Saline and Alkaline:Saline:Microbial mats,Microbial mats,root:Environmental:Aquatic:Non-marine Saline and Alkaline:Saline,35
root:Engineered:Wastewater,Wastewater,root:Engineered,34
root:Environmental:Aquatic:Freshwater:Lotic:Sediment,Sediment,root:Environmental:Aquatic:Freshwater:Lotic,32
root:Environmental:Aquatic:Thermal springs:Hot (42-90C),Hot (42-90C),root:Environmental:Aquatic:Thermal springs,30
root:Host-associated:Human,Human,root:Host-associated,29
root:Engineered:Wastewater:Water and sludge,Water and sludge,root:Engineered:Wastewater,24
root:Environmental:Aquatic:Freshwater,Freshwater,root:Environmental:Aquatic,23
root:Engineered:Food production:Fermented beverages,Fermented beverages,root:Engineered:Food production,20
root:Engineered:Solid waste:Composting,Composting,root:Engineered:Solid waste,19
root:Environmental:Aquatic:Estuary,Estuary,root:Environmental:Aquatic,19
root:Host-associated:Mammals:Digestive system:Foregut:Rumen,Rumen,root:Host-associated:Mammals:Digestive system:Foregut,19
root:Environmental:Aquatic:Marine:Sediment,Sediment,root:Environmental:Aquatic:Marine,17
root:Environmental:Aquatic:Freshwater:Lake,Lake,root:Environmental:Aquatic:Freshwater,15
root:Host-associated:Mammals:Digestive system,Digestive system,root:Host-associated:Mammals,15
root:Environmental:Aquatic:Aquaculture,Aquaculture,root:Environmental:Aquatic,14
root:Engineered,Engineered,root,11
root:Environmental:Terrestrial:Soil:Permafrost,Permafrost,root:Environmental:Terrestrial:Soil,11
root:Environmental:Aquatic:Freshwater:Lotic:Low land river systems,Low land river systems,root:Environmental:Aquatic:Freshwater:Lotic,11
